iri	iri label	pathogen	pathogen label	host	host label
OOPS:0003292	Bacterial soft rots	NCBITaxon_554	Pectobacterium carotovorum subsp. carotovorum (Jones) Waldee emend. Hauben et al. (syn. Erwinia carotovora subsp. carotovora [Jones] Bergey et al.)	NCBITaxon_4682	Allium sativum
OOPS:0002340	Blackleg and bacterial soft rot	NCBITaxon_556	Pectobacterium chrysanthemi (Burkholder et al. 1953) Brenner et al. 1973 emend. Hauben et al. 1998	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0003181	Blue mold	NCBITaxon_36655	Penicillium aurantiogriseum Dierckx (syn. P. cyclopium Westling)	NCBITaxon_4679	Allium cepa
OOPS:0003269	Blue mold	NCBITaxon_36655	Penicillium aurantiogriseum Dierckx (syn. P. cyclopium Westling)	NCBITaxon_4682	Allium sativum
OOPS:0003323	Blue mold rot	NCBITaxon_36655	Penicillium aurantiogriseum Dierckx.	NCBITaxon_4686	Asparagus officinalis
OOPS:0003071	Penicillium ear rot (blue eye, blue mold)	NCBITaxon_5076	Penicillium chrysogenum Thom	NCBITaxon_4577	Zea mays L.
OOPS:0003196	Blue mold	NCBITaxon_5077	Penicillium citrinum Thom	NCBITaxon_4679	Allium cepa
OOPS:0003284	Blue mold	NCBITaxon_5077	Penicillium citrinum Thom	NCBITaxon_4682	Allium sativum
OOPS:0001028	Blue mold rot	NCBITaxon_36651	Penicillium digitatum (Pers.:Fr.) Sacc.	NCBITaxon_3653	Citrullus
OOPS:0001089	Blue mold rot	NCBITaxon_36651	Penicillium digitatum (Pers.:Fr.) Sacc.	NCBITaxon_3655	Cucumis
OOPS:0001225	Blue mold rot	NCBITaxon_36651	Penicillium digitatum (Pers.:Fr.) Sacc.	NCBITaxon_3660	Cucurbita
OOPS:0003180	Blue mold	NCBITaxon_36651	Penicillium digitatum (Pers.:Fr.) Sacc.	NCBITaxon_4679	Allium cepa
OOPS:0003268	Blue mold	NCBITaxon_36651	Penicillium digitatum (Pers.:Fr.) Sacc.	NCBITaxon_4682	Allium sativum
OOPS:0000177	Blue mold rot	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_140311	Prunus cerasus
OOPS:0000548	Blue mold rot	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_23211	Pyrus communis L.
OOPS:0000610	Blue mold	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_29780	Mangifera indica L.
OOPS:0001139	Ripe fruit rot	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0002464	Blue mold rot	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_42229	Prunus avium
OOPS:0002985	Penicillium ear rot (blue eye, blue mold)	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_4577	Zea mays L.
OOPS:0003163	Blue mold	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_4679	Allium cepa
OOPS:0003251	Blue mold	NCBITaxon_27334	Penicillium expansum Link	NCBITaxon_4682	Allium sativum
OOPS:0002378	Blue mold rot	NCBITaxon_27334	Penicillium expansum Link.	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0003166	Blue mold	NCBITaxon_28572	Penicillium funiculosum Thom	NCBITaxon_4679	Allium cepa
OOPS:0003254	Blue mold	NCBITaxon_28572	Penicillium funiculosum Thom	NCBITaxon_4682	Allium sativum
OOPS:0003178	Blue mold	NCBITaxon_36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon_4679	Allium cepa
OOPS:0003179	Penicillium decay of garlic	NCBITaxon_36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon_4679	Allium cepa
OOPS:0003266	Blue mold	NCBITaxon_36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon_4682	Allium sativum
OOPS:0003267	Penicillium decay of garlic	NCBITaxon_36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon_4682	Allium sativum
OOPS:0001149	Ripe fruit rot	NCBITaxon_40296	Penicillium italicum Wehmer	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0003107	Penicillium ear rot (blue eye, blue mold)	NCBITaxon_69781	Penicillium oxalicum Currie & Thom	NCBITaxon_4577	Zea mays L.
OOPS:0003217	Blue mold	NCBITaxon_69781	Penicillium oxalicum Currie & Thom	NCBITaxon_4679	Allium cepa
OOPS:0003305	Blue mold	NCBITaxon_69781	Penicillium oxalicum Currie & Thom	NCBITaxon_4682	Allium sativum
OOPS:0000972	Internal blight	NCBITaxon_5081	Penicillium sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0001698	Blue mold	NCBITaxon_5081	Penicillium sp.	NCBITaxon_3760	Prunus persica
OOPS:0001699	Blue mold	NCBITaxon_5081	Penicillium sp.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0000374	Wood decay	NCBITaxon_55348	Peniophora cinerea (Pers.:Fr.) Cooke	NCBITaxon_16719	Juglans nigra L.
OOPS:0000164	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_137755	Perenniporia medulla-panis (Jacq.:Fr.) Donk	NCBITaxon_140311	Prunus cerasus
OOPS:0001129	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_137755	Perenniporia medulla-panis (Jacq.:Fr.) Donk	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001556	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_137755	Perenniporia medulla-panis (Jacq.:Fr.) Donk	NCBITaxon_3760	Prunus persica
OOPS:0001557	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_137755	Perenniporia medulla-panis (Jacq.:Fr.) Donk	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002451	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_137755	Perenniporia medulla-panis (Jacq.:Fr.) Donk	NCBITaxon_42229	Prunus avium
OOPS:0003116	Java downy mildew*	NCBITaxon_886949	Peronosclerospora maydis (Racib.) C.G. Shaw	NCBITaxon_4577	Zea mays L.
OOPS:0003114	Philippine downy mildew*	NCBITaxon_886948	Peronosclerospora philippinensis (W. Weston) C.G. Shaw	NCBITaxon_4577	Zea mays L.
OOPS:0003054	Sugarcane downy mildew*	NCBITaxon_467161	Peronosclerospora sacchari (T. Miyake) Shirai & Hara	NCBITaxon_4577	Zea mays L.
OOPS:0002979	Sorghum downy mildew	NCBITaxon_230839	Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw	NCBITaxon_4577	Zea mays L.
OOPS:0003221	Downy mildew	NCBITaxon_86335	Peronospora destructor (Berk.) Casp. ex Berk.	NCBITaxon_4679	Allium cepa
OOPS:0003309	Downy mildew	NCBITaxon_86335	Peronospora destructor (Berk.) Casp. ex Berk.	NCBITaxon_4682	Allium sativum
OOPS:0000839	Downy mildew = blue mold	NCBITaxon_542832	Peronospora effusa (Grev.) Tul.	NCBITaxon_3562	Spinacia oleracea L.
OOPS:0000310	Downy mildew	NCBITaxon_134698	Peronospora farinosa (Fr.:Fr.) Fr.	NCBITaxon_161934	Beta vulgaris L.
OOPS:0001268	Downy mildew, staghead	NCBITaxon_123356	Peronospora parasitica (Pers.: Fr.) Fr.	NCBITaxon_3705	Brassica
OOPS:0001360	Downy mildew	NCBITaxon_123356	Peronospora parasitica (Pers.: Fr.) Fr.	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001449	Downy mildew, staghead	NCBITaxon_123356	Peronospora parasitica (Pers.: Fr.) Fr.	NCBITaxon_3725	Raphanus
OOPS:0000247	Downy mildew	NCBITaxon_123356	Peronospora parasitica (Pers.:Fr.)Fr.	NCBITaxon_145471	Brassica campestris
OOPS:0001269	Downy mildew	NCBITaxon_123356	Peronospora parasitica (Pers.:Fr.)Fr.	NCBITaxon_3705	Brassica napus
OOPS:0001392	Downy mildew	NCBITaxon_123356	Peronospora parasitica (Pers.:Fr.)Fr.	NCBITaxon_3711	Brassica rapa
OOPS:0002244	Blue mold (downy mildew)	NCBITaxon_230439	Peronospora tabacina D.B. Adam	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002013	Downy mildew	NCBITaxon_162103	Peronospora trifoliorum de Bary	NCBITaxon_3879	Medicago sativa L.
OOPS:0003447	Downy mildew	NCBITaxon_162103	Peronospora trifoliorum deBary	NCBITaxon_57577	Trifolium pratense L.
OOPS:0001955	Downy mildew	NCBITaxon_102136	Peronospora viciae (Berk.) Casp.	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0001999	Downy mildew	NCBITaxon_102136	Peronospora viciae (Berk.) Casp.	NCBITaxon_3879	Medicago sativa L.
OOPS:0002156	Downy mildew	NCBITaxon_102136	Peronospora viciae (Berk.) Casp.	NCBITaxon_3888	Pisum sativum L.
OOPS:0000681	Leaf spots	NCBITaxon_173179	Pestalotia adusta Ellis & Everh.	NCBITaxon_3435	Persea americana Miller
OOPS:0000666	Fruit rot	NCBITaxon_748176	Pestalotiopsis mangiferae (Henn.) Steyaert	NCBITaxon_29780	Mangifera indica L.
OOPS:0000667	Gray leaf spot	NCBITaxon_748176	Pestalotiopsis mangiferae (Henn.) Steyaert	NCBITaxon_29780	Mangifera indica L.
OOPS:0000131	Gray leaf blight	NCBITaxon_173185	Pestalotiopsis palmarum (Cooke) Steyaert	NCBITaxon_13894	Cocos nucifera L.
OOPS:0002663	Pestalotia leaf spot*	NCBITaxon_173185	Pestalotiopsis palmarum (Cooke) Steyaert	NCBITaxon_42345	Phoenix dactylifera L.
OOPS:0003119	Phaeocytostroma stalk rot and root rot	NCBITaxon_935936	Phaeocytostroma ambiguum (Mont.) Petr. & Syd.	NCBITaxon_4577	Zea mays L.
OOPS:0001807	Leaf spot, late	NCBITaxon_228896	Phaeoisariopsis personata (Berk. & M.A. Curtis) Arx	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0002187	White leaf spot	NCBITaxon_140759	Phaeoramularia manihotis (F. Stevens & Solheim) M.B. Ellis	NCBITaxon_3983	Manihot esculenta Crantz
OOPS:0002775	Stagonospora blotch	NCBITaxon_1351752	Phaeosphaeria avenaria f. sp. triticea T. Johnson [teleomorph]	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002889	Leptosphaeria leaf spot	NCBITaxon_178154	Phaeosphaeria herpotrichoides (De Not.) L. Holm	NCBITaxon_4550	Secale cereale L.
OOPS:0002777	Stagonospora blotch	NCBITaxon_13684	Phaeosphaeria nodorum (E. Muller) Hedjaroude [teleomorph]	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002111	Soybean rust	NCBITaxon_169999	Phakopsora meibomiae (Arthur) Arthur—American soybean rust	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0002112	Soybean rust	NCBITaxon_170000	Phakopsora pachyrhizi Syd. & P. Syd.—Asian soybean rust	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0001578	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_194680	Phanerochaete velutina (DC.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica
OOPS:0001579	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_194680	Phanerochaete velutina (DC.:Fr.) P. Karst.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0000167	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_167366	Phellinus ferreus (Pers.) Bourd. & Galzin	NCBITaxon_140311	Prunus cerasus
OOPS:0001133	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_167366	Phellinus ferreus (Pers.) Bourd. & Galzin	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001566	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_167366	Phellinus ferreus (Pers.) Bourd. & Galzin	NCBITaxon_3760	Prunus persica
OOPS:0001567	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_167366	Phellinus ferreus (Pers.) Bourd. & Galzin	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002454	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_167366	Phellinus ferreus (Pers.) Bourd. & Galzin	NCBITaxon_42229	Prunus avium
OOPS:0000168	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_167368	Phellinus ferruginosus (Schrad.:Fr.) Pat.	NCBITaxon_140311	Prunus cerasus
OOPS:0001134	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_167368	Phellinus ferruginosus (Schrad.:Fr.) Pat.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001568	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_167368	Phellinus ferruginosus (Schrad.:Fr.) Pat.	NCBITaxon_3760	Prunus persica
OOPS:0001569	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_167368	Phellinus ferruginosus (Schrad.:Fr.) Pat.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002455	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_167368	Phellinus ferruginosus (Schrad.:Fr.) Pat.	NCBITaxon_42229	Prunus avium
OOPS:0000193	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_140311	Prunus cerasus
OOPS:0000628	Wood rot	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_29780	Mangifera indica L.
OOPS:0001153	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001642	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_3760	Prunus persica
OOPS:0001643	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002480	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr.) Pat.	NCBITaxon_42229	Prunus avium
OOPS:0000362	Wood decay	NCBITaxon_40471	Phellinus gilvus (Schwein.:Fr) Pat.	NCBITaxon_16719	Juglans nigra L.
OOPS:0000363	White trunk rot	NCBITaxon_40472	Phellinus igniarius (L.:Fr.) Quel.	NCBITaxon_16719	Juglans nigra L.
OOPS:0000194	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40472	Phellinus igniarius (L.:Fr.) Quél.	NCBITaxon_140311	Prunus cerasus
OOPS:0001154	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_40472	Phellinus igniarius (L.:Fr.) Quél.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0002481	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_40472	Phellinus igniarius (L.:Fr.) Quél.	NCBITaxon_42229	Prunus avium
OOPS:0000898	Brown root	NCBITaxon_418867	Phellinus noxius (Corner) G. H. Cunn.	NCBITaxon_3641	Theobroma cacao L.
OOPS:0000175	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_220662	Phellinus pomaceus (Pers.) Maire	NCBITaxon_140311	Prunus cerasus
OOPS:0001137	Wood rots (pathogenicity has not been proven for these fungi)	NCBITaxon_220662	Phellinus pomaceus (Pers.) Maire	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001588	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_220662	Phellinus pomaceus (Pers.) Maire	NCBITaxon_3760	Prunus persica
OOPS:0001589	(Pathogenicity has not been proven for these fungi; other wood decay fungi that cause significant diseases include Armillaria mellea, A. tabescens, and Chondrostereum purpureum.)	NCBITaxon_220662	Phellinus pomaceus (Pers.) Maire	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002462	Wood rots (Pathogenicity has not been proven for these fungi)	NCBITaxon_220662	Phellinus pomaceus (Pers.) Maire	NCBITaxon_42229	Prunus avium
OOPS:0000535	Side rot	NCBITaxon_108018	Phialophora malorum (M.N. Kidd & A. Beaumont) McColloch	NCBITaxon_23211	Pyrus communis L.
OOPS:0003405	Septoria leaf spot	NCBITaxon_1387572	Phloeospora pistaciae (Desmaz.) Petr.	NCBITaxon_55513	Pistacia vera L.
OOPS:0000822	Phoma wilt	NCBITaxon_749643	Phoma aliena (Fr.) Aa & Boerema	NCBITaxon_3486	Humulus lupulus L.
OOPS:0002354	Phoma leaf spot*	NCBITaxon_749883	Phoma andigena var. andina Turkensteen	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0001858	Web blotch (net blotch)	NCBITaxon_749598	Phoma arachidicola Marasas et al.	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0000311	Damping-off, black leg, black root and seedling blight	NCBITaxon_137527	Phoma betae A. B. Frank	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000313	Phoma leaf spot and root rot	NCBITaxon_137527	Phoma betae A. B. Frank	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000314	Storage rots	NCBITaxon_137527	Phoma betae A. B. Frank	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000996	Dry rot	NCBITaxon_749887	Phoma caricae-papayae (Tarr) Punithalingam (=Ascochyta carica Pat. and A. caricae-papayae Tarr)	NCBITaxon_3649	Carica papaya L.
OOPS:0000999	Stem-end rot	NCBITaxon_749887	Phoma caricae-papayae (Tarr) Punithalingam (=Ascochyta carica Pat. and A. caricae-papayae Tarr) (teleomorph: Mycosphaerella caricae Syd. & P. Syd.)	NCBITaxon_3649	Carica papaya L.
OOPS:0000998	Leaf spot	NCBITaxon_749887	Phoma caricae-papayae (Tarr) Punithalingam (teleomorph: Mycosphaerella caricae Syd. & P. Syd.)	NCBITaxon_3649	Carica papaya L.
OOPS:0000821	Phoma wilt	NCBITaxon_749465	Phoma exigua Desm. var. exigua Diaporthe perexigua Sacc. [teleomorph]	NCBITaxon_3486	Humulus lupulus L.
OOPS:0000785	Phoma stem canker	NCBITaxon_749465	Phoma exigua Desmaz	NCBITaxon_3483	Cannabis sativa L.
OOPS:0003526	Damping-off	NCBITaxon_749465	Phoma exigua Desmaz.	NCBITaxon_87530	Cyclamen persicum Mill.
OOPS:0001057	Phoma blight	NCBITaxon_749465	Phoma exigua Desmaz. var. exigua	NCBITaxon_3653	Citrullus
OOPS:0001118	Phoma blight	NCBITaxon_749465	Phoma exigua Desmaz. var. exigua	NCBITaxon_3655	Cucumis
OOPS:0001254	Phoma blight	NCBITaxon_749465	Phoma exigua Desmaz. var. exigua	NCBITaxon_3660	Cucurbita
OOPS:0002281	Ragged leaf spot	NCBITaxon_749465	Phoma exigua Desmaz. var. exigua	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002234	Basal stem blight	NCBITaxon_749465	Phoma exigua Desmaz. var. linicola (Naumov & Vass.) Maas	NCBITaxon_4005	Linum usitatissimum
OOPS:0002235	Basal stem blight	NCBITaxon_749465	Phoma exigua Desmaz. var. linicola (Naumov & Vass.) Maas	NCBITaxon_4005	Linum
OOPS:0002353	Gangrene	NCBITaxon_749552	Phoma foveata Foister	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0000669	Phoma blight	NCBITaxon_749621	Phoma glomerata (Corda) Wollenweb. & Hochapfel	NCBITaxon_29780	Mangifera indica L.
OOPS:0000820	Phoma wilt	NCBITaxon_73001	Phoma herbarum f. humuli	NCBITaxon_3486	Humulus lupulus L.
OOPS:0000819	Phoma wilt	NCBITaxon_73001	Phoma herbarum Westend.	NCBITaxon_3486	Humulus lupulus L.
OOPS:0000784	Phoma stem canker	NCBITaxon_73001	Phoma herbarum Westendorp.	NCBITaxon_3483	Cannabis sativa L.
OOPS:0000290	Black leg = stem canker (UK)	NCBITaxon_5022	Phoma lingam (Tode:Fr.) Desmaz. [anamorph]	NCBITaxon_145471	Brassica campestris
OOPS:0001337	Black leg = stem canker (UK)	NCBITaxon_5022	Phoma lingam (Tode:Fr.) Desmaz. [anamorph]	NCBITaxon_3705	Brassica napus
OOPS:0001435	Black leg = stem canker (UK)	NCBITaxon_5022	Phoma lingam (Tode:Fr.) Desmaz. [anamorph]	NCBITaxon_3711	Brassica rapa
OOPS:0002546	Phoma black stem	NCBITaxon_301713	Phoma macdonaldii Boerema	NCBITaxon_4232	Helianthus annuus
OOPS:0002611	Phoma black stem	NCBITaxon_301713	Phoma macdonaldii Boerema	NCBITaxon_4233	Helianthus tuberosus
OOPS:0001893	Phoma blight	NCBITaxon_107450	Phoma medicaginis Malbr. & Roum.	NCBITaxon_3827	Cicer arietinum L.
OOPS:0001956	Phoma leaf spot	NCBITaxon_107450	Phoma medicaginis Malbr. & Roum.	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0002001	Spring black stem and leaf spot	NCBITaxon_107450	Phoma medicaginis Malbr. & Roum.	NCBITaxon_3879	Medicago sativa L.
OOPS:0000845	Phoma blight	NCBITaxon_73004	Phoma nebulosa (Pers. Fr.) Berk (India)	NCBITaxon_3562	Spinacia oleracea L.
OOPS:0002182	Ascochyta foot rot and black stem	NCBITaxon_749633	Phoma pinodella (L.K. Jones) Morgan-Jones & K.B. Burch	NCBITaxon_3888	Pisum sativum L.
OOPS:0003476	Spring black stem and leaf spot	NCBITaxon_749633	Phoma pinodella (L.K. Jones) Morgan-Jones & K.B. Burch	NCBITaxon_57577	Trifolium pratense L.
OOPS:0003437	Winter crown rot	NCBITaxon_1077376	Phoma sclerotioides G. Preuss ex Sacc.	NCBITaxon_57577	Trifolium pratense L.
OOPS:0002002	Brown root rot	NCBITaxon_1077376	Phoma sclerotioides Preuss ex Sacc. (syn. Plenodomus meliloti Dearn. & Sanford)	NCBITaxon_3879	Medicago sativa L.
OOPS:0000668	Leaf spot	NCBITaxon_749593	Phoma sorghina (Sacc.) Boerema, Dorenbosch & Van Kesteren	NCBITaxon_29780	Mangifera indica L.
OOPS:0000602	Stem canker	NCBITaxon_1707701	Phoma sp.	NCBITaxon_29780	Mangifera indica L.
OOPS:0001492	Stem rot	NCBITaxon_1707701	Phoma sp.	NCBITaxon_37495	Euphorbia pulcherrima Willd. ex Klotzsch
OOPS:0002962	Leaf spots, minor	NCBITaxon_1707701	Phoma sp.	NCBITaxon_4577	Zea mays L.
OOPS:0003108	Pyrenochaeta stalk rot and root rot	NCBITaxon_798162	Phoma terrestris E.M. Hans.	NCBITaxon_4577	Zea mays L.
OOPS:0001540	Constriction canker = Fusicoccum canker, Phomopsis shoot blight	NCBITaxon_1214568	Phomopsis amygdali (Delacr.) Tuset & Portilla	NCBITaxon_3760	Prunus persica
OOPS:0001541	Constriction canker = Fusicoccum canker, Phomopsis shoot blight	NCBITaxon_1214568	Phomopsis amygdali (Delacr.) Tuset & Portilla	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0003337	Phomopsis blight	NCBITaxon_83181	Phomopsis asparagi (Sacc.) Bubak	NCBITaxon_4686	Asparagus officinalis
OOPS:0003338	Phomopsis blight	NCBITaxon_83181	Phomopsis asparagicola Bausa Alcalde	NCBITaxon_4686	Asparagus officinalis
OOPS:0000736	White leaf spot	NCBITaxon_1303578	Phomopsis ganjae McPartland	NCBITaxon_3483	Cannabis sativa L.
OOPS:0002532	Phomopsis brown stem canker	NCBITaxon_158607	Phomopsis helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon_4232	Helianthus annuus
OOPS:0002597	Phomopsis brown stem canker	NCBITaxon_158607	Phomopsis helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon_4233	Helianthus tuberosus
OOPS:0000665	Stem end rot	NCBITaxon_745316	Phomopsis mangiferae Ahmad.	NCBITaxon_29780	Mangifera indica L.
OOPS:0000687	Fruit rot (includes stem end rot & fruit spots)	NCBITaxon_291058	Phomopsis perseae Zerova	NCBITaxon_3435	Persea americana Miller
OOPS:0001804	Phomopsis foliar blight	NCBITaxon_1807034	Phomopsis phaseoli (Desmaz.) Sacc.	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0000130	Leaf spots	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_13894	Cocos nucifera L.
OOPS:0000679	Dieback	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3435	Persea americana Miller
OOPS:0000680	Phomopsis spot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3435	Persea americana Miller
OOPS:0000933	Stem-end rot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0000934	Wet fruit rot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3649	Carica papaya L.
OOPS:0001494	Stem rot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_37495	Euphorbia pulcherrima Willd. ex Klotzsch
OOPS:0001570	Phomopsis fruit rot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3760	Prunus persica
OOPS:0001571	Phomopsis fruit rot	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002965	Seed rot-seedling blight	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_4577	Zea mays L.
OOPS:0003408	Phomopsis shoot blight	NCBITaxon_1715245	Phomopsis sp.	NCBITaxon_55513	Pistacia vera L.
OOPS:0002966	Tar spot*	NCBITaxon_1825666	Phyllachora maydis Maubl.	NCBITaxon_4577	Zea mays L.
OOPS:0003410	Powdery mildew	NCBITaxon_187910	Phyllactinia angulata (E. S. Salmon) S. Blumer	NCBITaxon_55513	Pistacia vera L.
OOPS:0000053	Powdery mildew	NCBITaxon_62724	Phyllactinia guttata (Wallr.:Fr.) Lev.	NCBITaxon_13450	Corylus
OOPS:0000069	Powdery mildew	NCBITaxon_62724	Phyllactinia guttata (Wallr.:Fr.) Lev.	NCBITaxon_13451	Corylus avellana
OOPS:0001864	Leaf spot	NCBITaxon_121624	Phyllosticta capitalensis Henn.	NCBITaxon_38236	Cattleya
OOPS:0000655	Phyllosticta leaf spot	NCBITaxon_55181	Phyllosticta citricarpa (McAlpine) van der Aa	NCBITaxon_29780	Mangifera indica L.
OOPS:0000040	Leaf spots	NCBITaxon_1289561	Phyllosticta coryli Westend	NCBITaxon_13450	Corylus
OOPS:0000056	Leaf spots	NCBITaxon_1289561	Phyllosticta coryli Westend	NCBITaxon_13451	Corylus avellana
OOPS:0002983	Yellow leaf blight	NCBITaxon_259522	Phyllosticta maydis D.C. Arny & R.R. Nelson	NCBITaxon_4577	Zea mays L.
OOPS:0001843	Phyllosticta leaf spot	NCBITaxon_538540	Phyllosticta sojicola C. Massal.	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0000256	Root rot	NCBITaxon_231936	Phymatotrichopsis omnivora (Duggar) Hennebert	NCBITaxon_145471	Brassica campestris
